,Unnamed: 0,building_class_category,sale_price,gross_sqft,year_of_sale,year_built,ZipCode,neighborhood,residential_units,SchoolDist,BldgClass,YearAlter1,YearAlter2,LotArea,ResArea,UnitsRes,NumFloors,SP/Sq_ft
37081,37082,01 ONE FAMILY HOMES,920000.0,1680.0,2016,1910,11209.0,BAY RIDGE,1,20.0,A4,0.0,0.0,2000.0,1680.0,1.0,2.0,547.6190476190476
37099,37100,01 ONE FAMILY HOMES,920000.0,960.0,2016,1910,11222.0,GREENPOINT,1,14.0,A2,0.0,0.0,1988.0,960.0,1.0,2.0,958.3333333333334
37100,37101,01 ONE FAMILY HOMES,920000.0,1800.0,2016,1930,11229.0,MADISON,1,22.0,A1,0.0,0.0,3200.0,1800.0,1.0,2.0,511.1111111111111
37102,37103,01 ONE FAMILY HOMES,920000.0,2320.0,2016,1960,11234.0,MILL BASIN,1,22.0,A2,0.0,0.0,5025.0,1360.0,1.0,1.0,396.55172413793105
37103,37104,01 ONE FAMILY HOMES,920000.0,1400.0,2016,1925,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,1900.0,1400.0,1.0,2.0,657.1428571428571
37108,37109,01 ONE FAMILY HOMES,920000.0,1616.0,2017,1930,11209.0,BAY RIDGE,1,20.0,A1,2004.0,0.0,2508.0,1616.0,1.0,2.5,569.3069306930693
37116,37117,01 ONE FAMILY HOMES,920000.0,2035.0,2017,1925,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2000.0,1417.0,1.0,2.0,452.0884520884521
37120,37121,01 ONE FAMILY HOMES,920000.0,1584.0,2017,1925,11229.0,MADISON,1,22.0,A1,0.0,0.0,2667.0,1584.0,1.0,2.0,580.8080808080808
37127,37128,01 ONE FAMILY HOMES,920000.0,1840.0,2017,1960,11235.0,SHEEPSHEAD BAY,1,22.0,A1,0.0,0.0,6700.0,1840.0,1.0,2.0,500.0
37128,37129,01 ONE FAMILY HOMES,920000.0,1620.0,2017,1920,11235.0,SHEEPSHEAD BAY,1,22.0,A9,2010.0,0.0,3000.0,1620.0,1.0,2.0,567.9012345679013
37213,37214,01 ONE FAMILY HOMES,918000.0,1436.0,2017,1920,11228.0,DYKER HEIGHTS,1,20.0,A1,0.0,0.0,2150.0,1436.0,1.0,2.5,639.2757660167131
37227,37228,01 ONE FAMILY HOMES,917000.0,1782.0,2016,1940,11209.0,BAY RIDGE,1,20.0,A5,0.0,0.0,1295.0,1368.0,1.0,2.0,514.5903479236813
37395,37396,01 ONE FAMILY HOMES,915000.0,1680.0,2015,1899,11209.0,BAY RIDGE,1,20.0,A5,0.0,0.0,2000.0,1680.0,1.0,2.0,544.6428571428571
37404,37405,01 ONE FAMILY HOMES,915000.0,1617.0,2015,1925,11218.0,OCEAN PARKWAY-NORTH,1,20.0,A1,0.0,0.0,3000.0,1617.0,1.0,2.5,565.8627087198515
37405,37406,01 ONE FAMILY HOMES,915000.0,1409.0,2015,1935,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,5935.0,1409.0,1.0,1.75,649.3967352732434
37409,37410,01 ONE FAMILY HOMES,915000.0,1796.0,2015,1901,11235.0,SHEEPSHEAD BAY,1,22.0,A9,0.0,0.0,6281.0,1796.0,1.0,2.0,509.46547884187083
37414,37415,01 ONE FAMILY HOMES,915000.0,1600.0,2016,1905,11220.0,BAY RIDGE,1,20.0,A4,0.0,0.0,2000.0,1600.0,1.0,2.0,571.875
37418,37419,01 ONE FAMILY HOMES,915000.0,2325.0,2016,1930,11204.0,BENSONHURST,1,20.0,A5,0.0,0.0,2000.0,1725.0,1.0,2.5,393.5483870967742
37419,37420,01 ONE FAMILY HOMES,915000.0,1680.0,2016,1931,11228.0,BENSONHURST,1,20.0,S1,0.0,0.0,1600.0,840.0,1.0,2.0,544.6428571428571
37423,37424,01 ONE FAMILY HOMES,915000.0,1288.0,2016,1925,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,1800.0,1288.0,1.0,2.0,710.4037267080745
37433,37434,01 ONE FAMILY HOMES,915000.0,1184.0,2017,1960,11209.0,BAY RIDGE,1,20.0,A1,0.0,0.0,2500.0,1184.0,1.0,2.0,772.8040540540541
37442,37443,01 ONE FAMILY HOMES,915000.0,1456.0,2017,1925,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,1900.0,1456.0,1.0,2.0,628.434065934066
37445,37446,01 ONE FAMILY HOMES,915000.0,1616.0,2017,1915,11223.0,GRAVESEND,1,21.0,A9,0.0,0.0,2700.0,1616.0,1.0,2.0,566.2128712871287
37448,37449,01 ONE FAMILY HOMES,915000.0,2707.0,2017,1965,11234.0,MILL BASIN,1,22.0,A2,0.0,0.0,4400.0,1618.0,1.0,1.0,338.012560029553
37449,37450,01 ONE FAMILY HOMES,915000.0,1360.0,2017,1910,11230.0,OCEAN PARKWAY-NORTH,1,22.0,A5,0.0,0.0,1997.0,1360.0,1.0,2.0,672.7941176470588
37450,37451,01 ONE FAMILY HOMES,915000.0,1288.0,2017,1920,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2000.0,1288.0,1.0,2.0,710.4037267080745
37451,37452,01 ONE FAMILY HOMES,915000.0,1626.0,2017,1925,11223.0,OCEAN PARKWAY-NORTH,1,21.0,A1,0.0,0.0,2000.0,1626.0,1.0,2.75,562.730627306273
37510,37511,01 ONE FAMILY HOMES,912000.0,1968.0,2017,1930,11226.0,FLATBUSH-CENTRAL,1,22.0,A1,0.0,0.0,3000.0,1968.0,1.0,2.5,463.4146341463415
37528,37529,01 ONE FAMILY HOMES,911333.0,1632.0,2016,1925,11209.0,BAY RIDGE,1,20.0,A5,0.0,0.0,2100.0,1632.0,1.0,2.0,558.4148284313726
37667,37668,01 ONE FAMILY HOMES,910000.0,1452.0,2015,1984,11237.0,WYCKOFF HEIGHTS,1,32.0,A5,0.0,0.0,2200.0,1452.0,1.0,2.0,626.7217630853994
37669,37670,01 ONE FAMILY HOMES,910000.0,1256.0,2016,1925,11209.0,BAY RIDGE,1,20.0,A1,0.0,0.0,2153.0,1256.0,1.0,2.5,724.5222929936306
37681,37682,01 ONE FAMILY HOMES,910000.0,1400.0,2016,1915,11219.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2200.0,1400.0,1.0,2.0,650.0
37682,37683,01 ONE FAMILY HOMES,910000.0,1170.0,2016,1930,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,1717.0,1170.0,1.0,2.0,777.7777777777778
37683,37684,01 ONE FAMILY HOMES,910000.0,1561.0,2016,1925,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2267.0,1561.0,1.0,2.0,582.9596412556053
37689,37690,01 ONE FAMILY HOMES,910000.0,1440.0,2016,1920,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2300.0,1440.0,1.0,2.0,631.9444444444445
37695,37696,01 ONE FAMILY HOMES,910000.0,1444.0,2017,1925,11204.0,BENSONHURST,1,20.0,A9,0.0,0.0,2300.0,1444.0,1.0,2.0,630.1939058171745
37762,37763,01 ONE FAMILY HOMES,909000.0,1352.0,2015,1920,11229.0,SHEEPSHEAD BAY,1,22.0,A1,0.0,0.0,3000.0,1352.0,1.0,2.0,672.3372781065088
37906,37907,01 ONE FAMILY HOMES,905000.0,1248.0,2015,1925,11209.0,BAY RIDGE,1,20.0,A9,0.0,0.0,1900.0,1248.0,1.0,2.0,725.1602564102565
37912,37913,01 ONE FAMILY HOMES,905000.0,1425.0,2015,1925,11225.0,CROWN HEIGHTS,1,17.0,A4,0.0,0.0,2217.0,1425.0,1.0,2.0,635.0877192982456
37917,37918,01 ONE FAMILY HOMES,905000.0,2128.0,2015,1925,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2000.0,2128.0,1.0,2.5,425.28195488721803
37919,37920,01 ONE FAMILY HOMES,905000.0,1756.0,2015,1920,11223.0,GRAVESEND,1,21.0,A1,0.0,0.0,4000.0,1756.0,1.0,2.0,515.375854214123
37932,37933,01 ONE FAMILY HOMES,905000.0,2048.0,2016,1940,11235.0,MANHATTAN BEACH,1,22.0,A1,0.0,0.0,3665.0,2048.0,1.0,2.0,441.89453125
37933,37934,01 ONE FAMILY HOMES,905000.0,1959.0,2016,1960,11234.0,MILL BASIN,1,22.0,A2,0.0,0.0,3691.0,1134.0,1.0,1.0,461.9703930576825
38001,38002,01 ONE FAMILY HOMES,902500.0,1536.0,2017,1930,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2000.0,1536.0,1.0,2.0,587.5651041666666
38002,38003,01 ONE FAMILY HOMES,902500.0,1120.0,2017,1920,11230.0,OCEAN PARKWAY-NORTH,1,22.0,A1,0.0,0.0,2165.0,1120.0,1.0,2.0,805.8035714285714
38003,38004,01 ONE FAMILY HOMES,902500.0,1408.0,2017,1925,11229.0,SHEEPSHEAD BAY,1,22.0,A9,0.0,0.0,2517.0,1408.0,1.0,2.0,640.9801136363636
38065,38066,01 ONE FAMILY HOMES,900500.0,1997.0,2015,1970,11234.0,MILL BASIN,1,22.0,A2,0.0,0.0,4000.0,1172.0,1.0,1.0,450.9263895843766
38067,38068,01 ONE FAMILY HOMES,900500.0,1472.0,2016,1930,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2600.0,1472.0,1.0,2.0,611.7527173913044
38069,38070,01 ONE FAMILY HOMES,900500.0,2000.0,2017,2007,11234.0,BERGEN BEACH,1,22.0,A5,0.0,0.0,2916.0,2000.0,1.0,2.0,450.25
38549,38550,01 ONE FAMILY HOMES,900000.0,1650.0,2015,1905,11228.0,BAY RIDGE,1,20.0,A5,0.0,0.0,2000.0,1650.0,1.0,2.0,545.4545454545455
38554,38555,01 ONE FAMILY HOMES,900000.0,1760.0,2015,1931,11205.0,BEDFORD STUYVESANT,1,13.0,S1,2016.0,0.0,1750.0,880.0,1.0,2.0,511.3636363636364
38574,38575,01 ONE FAMILY HOMES,900000.0,1272.0,2015,1920,11204.0,BENSONHURST,1,20.0,A1,0.0,0.0,3000.0,1272.0,1.0,2.5,707.5471698113207
38577,38578,01 ONE FAMILY HOMES,900000.0,1248.0,2015,1925,11204.0,BOROUGH PARK,1,21.0,A9,0.0,0.0,2003.0,1248.0,1.0,2.0,721.1538461538462
38610,38611,01 ONE FAMILY HOMES,900000.0,1630.0,2015,1899,11230.0,FLATBUSH-CENTRAL,1,22.0,A1,0.0,0.0,4500.0,1630.0,1.0,2.75,552.1472392638037
38622,38623,01 ONE FAMILY HOMES,900000.0,1704.0,2015,1925,11229.0,MADISON,1,22.0,A1,0.0,0.0,2660.0,1704.0,1.0,2.0,528.169014084507
38623,38624,01 ONE FAMILY HOMES,900000.0,2128.0,2015,1930,11229.0,MADISON,1,22.0,A1,0.0,0.0,3500.0,2128.0,1.0,2.0,422.9323308270677
38624,38625,01 ONE FAMILY HOMES,900000.0,1500.0,2015,1930,11229.0,MADISON,1,22.0,A1,0.0,0.0,3000.0,1500.0,1.0,2.0,600.0
38629,38630,01 ONE FAMILY HOMES,900000.0,1592.0,2015,1915,11210.0,MIDWOOD,1,22.0,A1,0.0,0.0,2567.0,1592.0,1.0,2.0,565.3266331658291
38635,38636,01 ONE FAMILY HOMES,900000.0,1280.0,2015,1930,11223.0,OCEAN PARKWAY-SOUTH,1,21.0,A1,0.0,0.0,1900.0,1280.0,1.0,2.0,703.125
38636,38637,01 ONE FAMILY HOMES,900000.0,1272.0,2015,1920,11223.0,OCEAN PARKWAY-SOUTH,1,21.0,A1,0.0,0.0,2668.0,1272.0,1.0,2.0,707.5471698113207
38637,38638,01 ONE FAMILY HOMES,900000.0,902.0,2015,1901,11215.0,PARK SLOPE SOUTH,1,15.0,A9,0.0,0.0,1650.0,902.0,1.0,2.0,997.7827050997782
38655,38656,01 ONE FAMILY HOMES,900000.0,1564.0,2016,1925,11209.0,BAY RIDGE,1,20.0,A1,0.0,0.0,2900.0,1564.0,1.0,2.0,575.4475703324808
38668,38669,01 ONE FAMILY HOMES,900000.0,1847.0,2016,1920,11204.0,BENSONHURST,1,20.0,A2,0.0,0.0,4000.0,1847.0,1.0,1.75,487.2766648619383
38674,38675,01 ONE FAMILY HOMES,900000.0,1920.0,2016,1925,11204.0,BOROUGH PARK,1,21.0,A9,0.0,0.0,2003.0,1248.0,1.0,2.0,468.75
38675,38676,01 ONE FAMILY HOMES,900000.0,2392.0,2016,1925,11204.0,BOROUGH PARK,1,20.0,A9,0.0,0.0,1800.0,1520.0,1.0,2.0,376.25418060200667
38676,38677,01 ONE FAMILY HOMES,900000.0,1800.0,2016,1931,11204.0,BOROUGH PARK,1,21.0,S1,0.0,0.0,2000.0,900.0,1.0,2.0,500.0
38677,38678,01 ONE FAMILY HOMES,900000.0,1916.0,2016,1915,11204.0,BOROUGH PARK,1,20.0,A9,0.0,0.0,2483.0,1916.0,1.0,2.0,469.7286012526096
38678,38679,01 ONE FAMILY HOMES,900000.0,2088.0,2016,1915,11219.0,BOROUGH PARK,1,20.0,V0,0.0,0.0,3005.0,0.0,0.0,0.0,431.0344827586207
38691,38692,01 ONE FAMILY HOMES,900000.0,1008.0,2016,1930,11221.0,BUSHWICK,1,32.0,A9,0.0,0.0,1560.0,1008.0,1.0,2.0,892.8571428571429
38701,38702,01 ONE FAMILY HOMES,900000.0,2388.0,2016,1901,11216.0,CROWN HEIGHTS,1,17.0,A4,0.0,0.0,1875.0,1584.0,1.0,2.0,376.88442211055275
38714,38715,01 ONE FAMILY HOMES,900000.0,1576.0,2016,1930,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2000.0,1120.0,1.0,2.0,571.0659898477157
38720,38721,01 ONE FAMILY HOMES,900000.0,1930.0,2016,1925,11210.0,FLATBUSH-EAST,1,22.0,A1,0.0,0.0,3000.0,1930.0,1.0,2.75,466.32124352331607
38734,38735,01 ONE FAMILY HOMES,900000.0,2160.0,2016,1930,11229.0,MADISON,1,22.0,A1,0.0,0.0,3000.0,2160.0,1.0,2.75,416.6666666666667
38736,38737,01 ONE FAMILY HOMES,900000.0,1630.0,2016,1925,11230.0,MIDWOOD,1,21.0,A9,0.0,0.0,4000.0,1630.0,1.0,2.5,552.1472392638037
38737,38738,01 ONE FAMILY HOMES,900000.0,1408.0,2016,1935,11210.0,MIDWOOD,1,22.0,A1,0.0,0.0,2625.0,1408.0,1.0,2.0,639.2045454545455
38738,38739,01 ONE FAMILY HOMES,900000.0,2164.0,2016,1935,11210.0,MIDWOOD,1,22.0,A5,0.0,0.0,1732.0,1390.0,1.0,2.0,415.89648798521256
38741,38742,01 ONE FAMILY HOMES,900000.0,2941.0,2016,1960,11234.0,MILL BASIN,1,22.0,A1,2001.0,0.0,3800.0,2454.0,1.0,2.0,306.0183611016661
38742,38743,01 ONE FAMILY HOMES,900000.0,1836.0,2016,1960,11234.0,MILL BASIN,1,22.0,A2,0.0,0.0,4233.0,1236.0,1.0,1.0,490.19607843137254
38745,38746,01 ONE FAMILY HOMES,900000.0,1188.0,2016,1915,11218.0,OCEAN PARKWAY-NORTH,1,20.0,A5,0.0,0.0,1717.0,1188.0,1.0,2.0,757.5757575757576
38746,38747,01 ONE FAMILY HOMES,900000.0,1274.0,2016,1930,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,3000.0,1274.0,1.0,2.0,706.436420722135
38747,38748,01 ONE FAMILY HOMES,900000.0,1472.0,2016,1920,11230.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2600.0,1472.0,1.0,2.0,611.4130434782609
38748,38749,01 ONE FAMILY HOMES,900000.0,1168.0,2016,1925,11223.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2058.0,1168.0,1.0,2.0,770.5479452054794
38749,38750,01 ONE FAMILY HOMES,900000.0,1120.0,2016,1925,11223.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2307.0,1120.0,1.0,2.0,803.5714285714286
38750,38751,01 ONE FAMILY HOMES,900000.0,1792.0,2016,1931,11223.0,OCEAN PARKWAY-NORTH,1,21.0,S1,0.0,0.0,1360.0,896.0,1.0,2.0,502.23214285714283
38751,38752,01 ONE FAMILY HOMES,900000.0,1280.0,2016,1920,11223.0,OCEAN PARKWAY-NORTH,1,21.0,A9,0.0,0.0,2300.0,1280.0,1.0,2.0,703.125
38755,38756,01 ONE FAMILY HOMES,900000.0,1728.0,2016,1920,11223.0,OCEAN PARKWAY-SOUTH,1,21.0,A9,0.0,0.0,2300.0,864.0,1.0,1.5,520.8333333333334
38759,38760,01 ONE FAMILY HOMES,900000.0,1440.0,2016,1920,11229.0,SHEEPSHEAD BAY,1,21.0,A1,0.0,0.0,2040.0,1440.0,1.0,2.0,625.0
38771,38772,01 ONE FAMILY HOMES,900000.0,1192.0,2017,1925,11220.0,BAY RIDGE,1,20.0,A5,0.0,0.0,1411.0,1192.0,1.0,2.0,755.0335570469799
38772,38773,01 ONE FAMILY HOMES,900000.0,1024.0,2017,1925,11228.0,BAY RIDGE,1,20.0,A5,0.0,0.0,1225.0,1024.0,1.0,2.0,878.90625
38775,38776,01 ONE FAMILY HOMES,900000.0,1452.0,2017,1985,11213.0,BEDFORD STUYVESANT,1,16.0,A5,0.0,0.0,2173.0,1452.0,1.0,2.0,619.8347107438017
38776,38777,01 ONE FAMILY HOMES,900000.0,1700.0,2017,1899,11221.0,BEDFORD STUYVESANT,1,16.0,A9,0.0,0.0,2500.0,1700.0,1.0,2.0,529.4117647058823
38782,38783,01 ONE FAMILY HOMES,900000.0,2208.0,2017,1930,11204.0,BENSONHURST,1,20.0,A9,0.0,0.0,2000.0,1408.0,1.0,2.0,407.60869565217394
38783,38784,01 ONE FAMILY HOMES,900000.0,1140.0,2017,1945,11228.0,BENSONHURST,1,20.0,A5,0.0,0.0,1967.0,1140.0,1.0,2.0,789.4736842105264
38799,38800,01 ONE FAMILY HOMES,900000.0,956.0,2017,1920,11221.0,BUSHWICK,1,32.0,A1,0.0,0.0,1837.0,956.0,1.0,2.0,941.4225941422594
38818,38819,01 ONE FAMILY HOMES,900000.0,1536.0,2017,1925,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2000.0,1536.0,1.0,2.0,585.9375
38819,38820,01 ONE FAMILY HOMES,900000.0,1344.0,2017,1925,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,1900.0,1344.0,1.0,2.0,669.6428571428571
38820,38821,01 ONE FAMILY HOMES,900000.0,1196.0,2017,1920,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,1775.0,1196.0,1.0,2.0,752.5083612040133
38823,38824,01 ONE FAMILY HOMES,900000.0,960.0,2017,1960,11208.0,EAST NEW YORK,1,19.0,A2,0.0,0.0,6000.0,960.0,1.0,1.0,937.5
38825,38826,01 ONE FAMILY HOMES,900000.0,2200.0,2017,1933,11210.0,FLATBUSH-CENTRAL,1,22.0,S1,0.0,0.0,2000.0,1100.0,1.0,2.0,409.09090909090907
38826,38827,01 ONE FAMILY HOMES,900000.0,2200.0,2017,1933,11210.0,FLATBUSH-CENTRAL,1,22.0,S1,0.0,0.0,2000.0,1100.0,1.0,2.0,409.09090909090907
38838,38839,01 ONE FAMILY HOMES,900000.0,1352.0,2017,1920,11223.0,GRAVESEND,1,21.0,A9,0.0,0.0,2550.0,1352.0,1.0,2.0,665.6804733727811
38839,38840,01 ONE FAMILY HOMES,900000.0,1116.0,2017,1950,11214.0,GRAVESEND,1,21.0,A5,0.0,0.0,2626.0,1116.0,1.0,2.0,806.4516129032259
38848,38849,01 ONE FAMILY HOMES,900000.0,2350.0,2017,1925,11229.0,MADISON,1,22.0,A1,2008.0,0.0,3000.0,2350.0,1.0,2.5,382.97872340425533
38849,38850,01 ONE FAMILY HOMES,900000.0,2367.0,2017,1950,11229.0,MADISON,1,22.0,A5,0.0,0.0,2500.0,1578.0,1.0,2.0,380.22813688212926
38852,38853,01 ONE FAMILY HOMES,900000.0,1380.0,2017,1925,11234.0,MARINE PARK,1,22.0,A1,0.0,0.0,3100.0,1380.0,1.0,2.0,652.1739130434783
38854,38855,01 ONE FAMILY HOMES,900000.0,1632.0,2017,1930,11210.0,MIDWOOD,1,22.0,A1,0.0,0.0,2667.0,1632.0,1.0,2.0,551.4705882352941
38855,38856,01 ONE FAMILY HOMES,900000.0,1866.0,2017,1925,11210.0,MIDWOOD,1,22.0,A5,0.0,0.0,2400.0,1866.0,1.0,2.5,482.3151125401929
38856,38857,01 ONE FAMILY HOMES,900000.0,1343.0,2017,1925,11210.0,MIDWOOD,1,22.0,A9,0.0,0.0,3900.0,1343.0,1.0,1.5,670.1414743112434
38867,38868,01 ONE FAMILY HOMES,900000.0,1322.0,2017,1910,11230.0,OCEAN PARKWAY-NORTH,1,22.0,A5,0.0,0.0,1900.0,1322.0,1.0,2.0,680.7866868381241
38880,38881,01 ONE FAMILY HOMES,900000.0,1040.0,2017,1899,11231.0,RED HOOK,1,15.0,A9,0.0,0.0,2500.0,1040.0,1.0,2.0,865.3846153846154
38881,38882,01 ONE FAMILY HOMES,900000.0,2695.0,2017,1955,11224.0,SEAGATE,1,21.0,A2,2016.0,0.0,4500.0,2695.0,1.0,2.0,333.9517625231911
38883,38884,01 ONE FAMILY HOMES,900000.0,1728.0,2017,1925,11229.0,SHEEPSHEAD BAY,1,21.0,A1,0.0,0.0,2500.0,1728.0,1.0,2.5,520.8333333333334
39143,39144,01 ONE FAMILY HOMES,899000.0,1400.0,2015,1920,11209.0,BAY RIDGE,1,20.0,A5,0.0,0.0,1963.0,1400.0,1.0,2.0,642.1428571428571
39150,39151,01 ONE FAMILY HOMES,899000.0,1408.0,2015,1920,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2000.0,1408.0,1.0,2.0,638.4943181818181
39151,39152,01 ONE FAMILY HOMES,899000.0,1384.0,2015,1930,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2000.0,1384.0,1.0,2.0,649.5664739884393
39152,39153,01 ONE FAMILY HOMES,899000.0,1430.0,2015,1920,11228.0,DYKER HEIGHTS,1,20.0,A9,2008.0,0.0,2000.0,1430.0,1.0,2.0,628.6713286713286
39153,39154,01 ONE FAMILY HOMES,899000.0,1344.0,2015,1930,11223.0,GRAVESEND,1,21.0,A9,0.0,0.0,4200.0,1344.0,1.0,2.0,668.8988095238095
39186,39187,01 ONE FAMILY HOMES,899000.0,1372.0,2017,1925,11204.0,BOROUGH PARK,1,21.0,A1,0.0,0.0,2003.0,1372.0,1.0,2.0,655.2478134110787
39236,39237,01 ONE FAMILY HOMES,898000.0,1512.0,2016,1905,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,1850.0,1512.0,1.0,2.0,593.9153439153439
39251,39252,01 ONE FAMILY HOMES,897229.0,1312.0,2015,1930,11223.0,OCEAN PARKWAY-SOUTH,1,21.0,A5,0.0,0.0,2000.0,1312.0,1.0,2.0,683.8635670731708
39259,39260,01 ONE FAMILY HOMES,897000.0,1248.0,2017,1920,11229.0,MADISON,1,22.0,A1,0.0,0.0,2000.0,1248.0,1.0,2.0,718.75
39371,39372,01 ONE FAMILY HOMES,895000.0,1980.0,2015,1910,11214.0,BATH BEACH,1,20.0,S1,0.0,0.0,2013.0,990.0,1.0,2.0,452.020202020202
39386,39387,01 ONE FAMILY HOMES,895000.0,1320.0,2015,1901,11232.0,SUNSET PARK,1,15.0,A9,0.0,0.0,2304.0,1320.0,1.0,2.0,678.030303030303
39394,39395,01 ONE FAMILY HOMES,895000.0,1248.0,2016,1920,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2333.0,1248.0,1.0,2.0,717.1474358974359
39414,39415,01 ONE FAMILY HOMES,895000.0,1376.0,2017,1925,11210.0,MIDWOOD,1,22.0,A9,0.0,0.0,2100.0,1376.0,1.0,2.5,650.4360465116279
39458,39459,01 ONE FAMILY HOMES,894000.0,1472.0,2017,1920,11229.0,MADISON,1,22.0,A1,0.0,0.0,2667.0,1472.0,1.0,2.0,607.3369565217391
39459,39460,01 ONE FAMILY HOMES,894000.0,1439.0,2017,1920,11210.0,MIDWOOD,1,22.0,A1,0.0,0.0,3250.0,1439.0,1.0,2.0,621.264767199444
39475,39476,01 ONE FAMILY HOMES,893000.0,1800.0,2016,1945,11228.0,BENSONHURST,1,20.0,A9,0.0,0.0,2000.0,1200.0,1.0,2.0,496.1111111111111
39489,39490,01 ONE FAMILY HOMES,892400.0,1478.0,2017,1920,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2267.0,1478.0,1.0,2.0,603.7889039242219
39496,39497,01 ONE FAMILY HOMES,892000.0,1666.0,2015,1915,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2500.0,1666.0,1.0,2.5,535.4141656662665
39514,39515,01 ONE FAMILY HOMES,891000.0,1442.0,2015,1910,11232.0,SUNSET PARK,1,15.0,A9,0.0,0.0,2504.0,1442.0,1.0,2.0,617.8918169209431
39689,39690,01 ONE FAMILY HOMES,890000.0,1495.0,2015,1925,11204.0,BOROUGH PARK,1,20.0,A5,0.0,0.0,1800.0,1495.0,1.0,2.0,595.3177257525084
39691,39692,01 ONE FAMILY HOMES,890000.0,1740.0,2015,1899,11207.0,BUSHWICK,1,32.0,A5,0.0,0.0,1933.0,1740.0,1.0,2.0,511.4942528735632
39695,39696,01 ONE FAMILY HOMES,890000.0,1520.0,2015,1925,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2500.0,1520.0,1.0,2.0,585.5263157894736
39700,39701,01 ONE FAMILY HOMES,890000.0,1836.0,2015,1960,11234.0,MILL BASIN,1,22.0,A2,0.0,0.0,4300.0,1236.0,1.0,1.0,484.7494553376906
39702,39703,01 ONE FAMILY HOMES,890000.0,1410.0,2015,1920,11223.0,OCEAN PARKWAY-SOUTH,1,21.0,A9,0.0,0.0,1933.0,705.0,1.0,1.0,631.2056737588653
39705,39706,01 ONE FAMILY HOMES,890000.0,1192.0,2016,1925,11220.0,BAY RIDGE,1,20.0,A5,0.0,0.0,1400.0,1192.0,1.0,2.0,746.6442953020135
39722,39723,01 ONE FAMILY HOMES,890000.0,2070.0,2016,1965,11234.0,OLD MILL BASIN,1,22.0,B3,0.0,0.0,3500.0,2737.0,2.0,2.0,429.951690821256
39725,39726,01 ONE FAMILY HOMES,890000.0,1192.0,2017,1925,11220.0,BAY RIDGE,1,20.0,A5,0.0,0.0,1411.0,1192.0,1.0,2.0,746.6442953020135
39726,39727,01 ONE FAMILY HOMES,890000.0,2001.0,2017,1899,11221.0,BEDFORD STUYVESANT,1,16.0,A4,0.0,0.0,1667.0,1334.0,1.0,2.0,444.7776111944028
39727,39728,01 ONE FAMILY HOMES,890000.0,1377.0,2017,1899,11221.0,BEDFORD STUYVESANT,1,16.0,A5,0.0,0.0,1433.0,918.0,1.0,2.0,646.3326071169208
39731,39732,01 ONE FAMILY HOMES,890000.0,1476.0,2017,1905,11204.0,BOROUGH PARK,1,20.0,A5,0.0,0.0,1800.0,1476.0,1.0,2.0,602.9810298102981
39737,39738,01 ONE FAMILY HOMES,890000.0,1485.0,2017,1930,11228.0,DYKER HEIGHTS,1,20.0,A5,0.0,0.0,2000.0,1485.0,1.0,2.0,599.3265993265993
39738,39739,01 ONE FAMILY HOMES,890000.0,1344.0,2017,1920,11228.0,DYKER HEIGHTS,1,20.0,A9,0.0,0.0,2000.0,1344.0,1.0,2.0,662.202380952381
39741,39742,01 ONE FAMILY HOMES,890000.0,1608.0,2017,1925,11210.0,FLATBUSH-EAST,1,22.0,A1,0.0,0.0,3000.0,1608.0,1.0,2.75,553.4825870646766
